Apartment_code,project_id,Project URL,project_name_eng,city_id_eng,region_id_eng,District_Residential_area_eng,allow_payment_by_cash,allow_payment_by_loan,project_latitude,project_longitude,publish_date,Construction_Completion_Percentage,sakani_beneficiary_price,non_sakani_beneficiary_price,apatment_area_meter,living_area,floor,bathroom_count,apartment_type_eng,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,apartment_for_sakani_beneficiary,apartment_for_non_sakani_beneficiary,construction_status_eng
A00346,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801073.0,200.0136,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00347,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,731791.0,872550.0,250.0171,288.82,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00348,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750021.0,199.9918,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00349,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750030.0,200.0087,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00350,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750020.0,199.9913,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00351,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750031.0,200.0104,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00352,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750019.0,199.9896,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00353,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750029.0,200.0059,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00354,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750026.0,200.0019,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00355,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750026.0,200.001,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00356,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750025.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00357,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750005.0,199.963,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00358,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750024.0,199.9982,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00359,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750026.0,200.0018,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00360,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750025.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00361,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750025.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00362,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801065.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00363,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801065.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00364,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,701333.0,826283.0,200.0,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00365,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801080.0,200.0262,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00366,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801050.0,199.9738,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00367,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801043.0,199.9618,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00368,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750018.0,199.9858,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00369,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750032.0,200.0142,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00370,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750022.0,199.9934,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00371,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750028.0,200.0066,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00372,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750020.0,199.9904,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00373,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750017.0,199.9863,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00374,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750021.0,199.9924,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00375,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750029.0,200.0076,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00376,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750029.0,200.0076,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00377,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,643425.0,750018.0,199.9874,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00378,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801069.0,200.0073,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00379,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801064.0,199.9979,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00380,16,https://sakani.sa/app/offplan-projects/16,Khamis Mushait - Abdul Rahman Al -Rashed - Al -Khamis Oasis,Khamis Mushait,Asir,Al-Raqi,1,1,18.35765,42.753309,2021-01-25,100.0,688465.0,801070.0,200.0085,271.72,0,0,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,complete
A00381,17,https://sakani.sa/app/offplan-projects/17,Tabuk - Shamali of the Gulf - Bassat Tabuk,Tabuk,Tabuk,Al-Musayyaf,1,1,28.455361,36.51625,2021-01-25,94.95,722490.0,1047584.0,207.0,315.0,0,3,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00382,17,https://sakani.sa/app/offplan-projects/17,Tabuk - Shamali of the Gulf - Bassat Tabuk,Tabuk,Tabuk,Al-Musayyaf,1,1,28.455361,36.51625,2021-01-25,94.95,722490.0,1047584.0,207.0,315.0,0,3,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00383,17,https://sakani.sa/app/offplan-projects/17,Tabuk - Shamali of the Gulf - Bassat Tabuk,Tabuk,Tabuk,Al-Musayyaf,1,1,28.455361,36.51625,2021-01-25,94.95,722490.0,967396.0,207.0,315.0,0,3,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00384,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172932.0,187.9,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00385,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829920.0,1173169.0,188.03,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00386,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,830309.0,1172590.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00387,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00388,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00389,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00390,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00391,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00392,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00393,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00394,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00395,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00396,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00397,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00398,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00399,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00400,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1368547.0,239.65,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00401,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1371176.0,241.09,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00402,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00403,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00404,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00405,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00406,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00407,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00408,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00409,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00410,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00411,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,949016.0,1386515.0,239.66,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00412,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00413,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00414,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00415,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00416,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00417,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00418,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00419,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00420,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00421,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00422,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00423,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00424,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00425,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00426,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00427,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00428,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00429,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00430,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00431,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931066.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00432,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,829921.0,1172202.0,187.5,320.0,0,8,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
A00433,58,https://sakani.sa/app/offplan-projects/58,Dammam - Sani Al -Amiriya - Sunset Hills,Dammam,Eastern Region,West Dammam,1,1,26.345556,49.988667,2021-01-25,95.0,931067.0,1273348.0,187.5,359.0,0,9,townhouse,0.0,0.0,0.0,0.0,0.0,1,0,Under construction
