project_id,project_name,TotalUnitsCount,AvailableUnitsCount,city_id,region_id,district,BookingsCount,PercentageUnitsBooked,active_payment_by_cash,active_payment_by_loan,project_latitude,project_longitude,publish_date,code,completion_percentage,unit_code,moh_price,price,block_number,apartment_number,building_number,unit_size,living_area,floor,floor_count,unit_type_eng,bedroom_count,bathroom_count,selections_count,bookings_count,apartment_type_eng,zone_number,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,FirstPrice,partners,web,mobile,beneficiary,non_bene,construction_status
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000289,500000.0,500000.0,3_1,k4-501,k4,116.18,116.18,5,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,453500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000290,766500.0,766500.0,3_1,k4-502,k4,178.22,178.22,5,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000291,766500.0,766500.0,3_1,k4-503,k4,178.22,178.22,5,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000292,500000.0,500000.0,3_1,k4-504,k4,116.18,116.18,5,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,453500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000293,500000.0,500000.0,3_1,k4-601,k4,116.18,116.18,6,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,453500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000294,766500.0,766500.0,3_1,k4-602,k4,178.22,178.22,6,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000295,766500.0,766500.0,3_1,k4-603,k4,178.22,178.22,6,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000297,500000.0,500000.0,3_1,k4-701,k4,116.18,116.18,7,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,453500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000298,766500.0,766500.0,3_1,k4-702,k4,178.22,178.22,7,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000299,766500.0,766500.0,3_1,k4-703,k4,178.22,178.22,7,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,695500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000301,530000.0,530000.0,3_1,k4-801,k4,116.18,116.18,8,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000302,812500.0,812500.0,3_1,k4-802,k4,178.22,178.22,8,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000303,812500.0,812500.0,3_1,k4-803,k4,178.22,178.22,8,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000304,530000.0,530000.0,3_1,k4-804,k4,116.18,116.18,8,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000305,530000.0,530000.0,3_1,k4-901,k4,116.18,116.18,9,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000306,812500.0,812500.0,3_1,k4-902,k4,178.22,178.22,9,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000307,812500.0,812500.0,3_1,k4-903,k4,178.22,178.22,9,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000308,530000.0,530000.0,3_1,k4-904,k4,116.18,116.18,9,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000309,530000.0,530000.0,3_1,k4-1001,k4,116.18,116.18,10,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000310,812500.0,812500.0,3_1,k4-1002,k4,178.22,178.22,10,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000311,812500.0,812500.0,3_1,k4-1003,k4,178.22,178.22,10,1.0,Apartment,4,5,0,0,Apartment,,6.0,24.04,13.51,13.6,23.4,737000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000312,530000.0,530000.0,3_1,k4-1004,k4,116.18,116.18,10,1.0,Apartment,2,3,0,0,Apartment,,4.0,19.45,13.51,12.0,23.4,480500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000313,830000.0,830000.0,3_1,k4-1101,k4,175.09,175.09,11,1.0,Apartment,3,4,0,0,Apartment,,6.0,26.86,12.96,12.77,16.79,756000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000314,830000.0,830000.0,3_1,k4-1102,k4,175.09,175.09,11,1.0,Apartment,3,4,0,0,Apartment,,6.0,26.86,12.96,12.77,16.79,756000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000315,654000.0,654000.0,4_1,o1-101,o1,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000316,654000.0,654000.0,4_1,o1-102,o1,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000317,654000.0,654000.0,4_1,o1-103,o1,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000318,654000.0,654000.0,4_1,o1-104,o1,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000319,654000.0,654000.0,4_1,o1-201,o1,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000320,654000.0,654000.0,4_1,o1-202,o1,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000321,654000.0,654000.0,4_1,o1-203,o1,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000322,654000.0,654000.0,4_1,o1-204,o1,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000323,654000.0,654000.0,4_1,o1-301,o1,147.58,147.58,3,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000324,654000.0,654000.0,4_1,o1-302,o1,147.58,147.58,3,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000325,654000.0,654000.0,4_1,o1-303,o1,147.58,147.58,3,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000326,654000.0,654000.0,4_1,o1-304,o1,147.58,147.58,3,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000327,635000.0,635000.0,4_1,o1-401,o1,147.58,147.58,4,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000328,635000.0,635000.0,4_1,o1-402,o1,147.58,147.58,4,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000329,635000.0,635000.0,4_1,o1-403,o1,147.58,147.58,4,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000330,635000.0,635000.0,4_1,o1-404,o1,147.58,147.58,4,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000331,635000.0,635000.0,4_1,o1-501,o1,147.58,147.58,5,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000332,635000.0,635000.0,4_1,o1-502,o1,147.58,147.58,5,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000333,635000.0,635000.0,4_1,o1-503,o1,147.58,147.58,5,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000334,635000.0,635000.0,4_1,o1-504,o1,147.58,147.58,5,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000335,635000.0,635000.0,4_1,o1-601,o1,147.58,147.58,6,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000336,635000.0,635000.0,4_1,o1-602,o1,147.58,147.58,6,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000337,635000.0,635000.0,4_1,o1-603,o1,147.58,147.58,6,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000338,635000.0,635000.0,4_1,o1-604,o1,147.58,147.58,6,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000339,635000.0,635000.0,4_1,o1-701,o1,147.58,147.58,7,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000340,635000.0,635000.0,4_1,o1-702,o1,147.58,147.58,7,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000341,635000.0,635000.0,4_1,o1-703,o1,147.58,147.58,7,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000342,635000.0,635000.0,4_1,o1-704,o1,147.58,147.58,7,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,576000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000343,673000.0,673000.0,4_1,o1-801,o1,147.58,147.58,8,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000344,673000.0,673000.0,4_1,o1-802,o1,147.58,147.58,8,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000345,673000.0,673000.0,4_1,o1-803,o1,147.58,147.58,8,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000346,673000.0,673000.0,4_1,o1-804,o1,147.58,147.58,8,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000347,673000.0,673000.0,4_1,o1-901,o1,147.58,147.58,9,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000348,673000.0,673000.0,4_1,o1-902,o1,147.58,147.58,9,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000349,673000.0,673000.0,4_1,o1-903,o1,147.58,147.58,9,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000350,673000.0,673000.0,4_1,o1-904,o1,147.58,147.58,9,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000351,673000.0,673000.0,4_1,o1-1001,o1,147.58,147.58,10,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000352,673000.0,673000.0,4_1,o1-1002,o1,147.58,147.58,10,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000353,673000.0,673000.0,4_1,o1-1003,o1,147.58,147.58,10,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000354,673000.0,673000.0,4_1,o1-1004,o1,147.58,147.58,10,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,610500.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000356,830000.0,830000.0,4_1,o1-1102,o1,175.09,175.09,11,1.0,Apartment,3,4,0,0,Apartment,,6.0,26.86,12.96,12.77,16.79,756000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000357,654000.0,654000.0,4_1,o2-101,o2,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000358,654000.0,654000.0,4_1,o2-102,o2,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000359,654000.0,654000.0,4_1,o2-103,o2,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000360,654000.0,654000.0,4_1,o2-104,o2,147.58,147.58,1,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000361,654000.0,654000.0,4_1,o2-201,o2,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
1040,Dammam - Maban Real Estate Investment Company - Layan Residential Project,770,327,32,4,Al-Dhabaab District,168,0.519481,1,1,26.433472,50.051722,2022-09-12,02-04-0025,0.0,02-04-0025-0000000362,654000.0,654000.0,4_1,o2-202,o2,147.58,147.58,2,1.0,Apartment,3,4,0,0,Apartment,,5.0,23.7,13.51,12.16,23.4,593000.0,1,1,1,1,0,0
